dollar,opp1,opp2,winner,opp1_rank,opp1_age,opp1_year_pro,opp1_weight,opp1_height,opp1_first_serve,opp1_first_serve_points_won,opp1_second_serve_points_won,opp1_break_points_saved,opp1_service_points_won,opp1_total_service_points_won,opp1_first_serve_return_points_won,opp1_second_serve_return_points_won,opp1_break_points_converted,opp1_return_games_won,opp1_return_points_won,opp1_total_points_won,opp1_overall_career,opp1_grandslams_career,opp1_atpworld_career,opp1_tiebreaks_career,opp1_vs_top_10_career,opp1_finals_career,opp1_deciding_set_career,opp1_fifth_set_record_career,opp1_after_winning_first_set_career,opp1_after_losing_first_set_career,opp2_rank,opp2_age,opp2_year_pro,opp2_weight,opp2_height,opp2_first_serve,opp2_first_serve_points_won,opp2_second_serve_points_won,opp2_break_points_saved,opp2_service_points_won,opp2_total_service_points_won,opp2_first_serve_return_points_won,opp2_second_serve_return_points_won,opp2_break_points_converted,opp2_return_games_won,opp2_return_points_won,opp2_total_points_won,opp2_overall_career,opp2_grandslams_career,opp2_atpworld_career,opp2_tiebreaks_career,opp2_vs_top_10_career,opp2_finals_career,opp2_deciding_set_career,opp2_fifth_set_record_career,opp2_after_winning_first_set_career,opp2_after_losing_first_set_career,opp1_overall_wl_rolling,opp2_overall_wl_rolling,opp1_surface_winloss,opp2_surface_winloss,opp1_surfaceType_winloss,opp2_surfaceType_winloss,opp1_set_win_ratio,opp2_set_win_ratio,opp1_vs_opp2_win_rate,opp2_vs_opp1_win_rate,opp1_set1_win_rate,opp1_set2_win_rate,opp1_set3_win_rate,opp1_set4_win_rate,opp1_set5_win_rate,opp2_set1_win_rate,opp2_set2_win_rate,opp2_set3_win_rate,opp2_set4_win_rate,opp2_set5_win_rate,first_set_winner,opp1_vs_opp2_hand,opp2_vs_opp1_hand
10,Jan-Lennard Struff,Hans Podlipnik-Castillo,1,1.0,10,8.0,10,10,5,8,5,6,8,6,3,5,4,2,4,5,4.0,2.0,4.0,4.0,2.0,0.0,4.0,3.0,8.0,2.0,1.0,10,8.0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,4.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,10.0,0.0,5.0,2.0,5.0,3.0,5.0,0.0,6.0,4.0,6.0,4.0,3.0,5.0,4.0,4.0,5.0,1.0,2.0,4.0,6.0,6.0,1.0,5.0,2.0
10,Lorenzo Giustino,Lukas Lacko,1,4.0,10,8.0,10,10,5,6,6,6,8,6,2,3,3,1,3,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10,8.0,10,10,6,7,5,6,8,6,2,5,5,2,3,5,4.0,3.0,2.0,5.0,0.0,0.0,4.0,5.0,8.0,1.0,4.0,5.0,5.0,4.0,5.0,3.0,6.0,4.0,6.0,4.0,4.0,5.0,3.0,3.0,3.0,3.0,3.0,5.0,5.0,5.0,1.0,5.0,5.0
10,Marsel Ilhan,Aleksandr Nedovyesov,2,4.0,10,8.0,10,10,6,7,4,5,6,6,2,5,3,1,3,4,4.0,4.0,3.0,4.0,0.0,0.0,4.0,8.0,8.0,1.0,1.0,10,8.0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,2.0,2.0,0.0,6.0,0.0,0.0,1.0,5.0,4.0,1.0,2.0,4.0,4.0,2.0,4.0,5.0,5.0,5.0,5.0,5.0,2.0,4.0,4.0,4.0,4.0,3.0,3.0,4.0,2.0,3.0,1.0,2.0,4.0
10,Michael Berrer,Tristan Lamasine,1,1.0,9,9.0,8,10,7,7,4,6,7,6,3,5,4,2,4,5,4.0,3.0,3.0,4.0,1.0,0.0,4.0,2.0,7.0,1.0,1.0,10,8.0,9,10,6,6,5,5,6,6,3,5,4,2,4,5,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,4.0,4.0,3.0,3.0,5.0,3.0,6.0,4.0,6.0,4.0,5.0,4.0,5.0,5.0,5.0,3.0,5.0,4.0,5.0,5.0,1.0,4.0,0.0
10,Jan Mertl,Radu Albot,2,1.0,9,9.0,10,10,6,7,4,6,8,6,3,5,4,3,4,5,7.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,10.0,0.0,1.0,10,8.0,9,10,7,6,5,6,7,6,3,5,4,3,4,5,5.0,2.0,0.0,4.0,0.0,0.0,4.0,6.0,7.0,3.0,2.0,5.0,7.0,5.0,3.0,4.0,4.0,6.0,4.0,6.0,2.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,2.0,3.0,5.0
10,Edouard Roger-Vasselin,Zhe Li,1,4.0,9,9.0,10,10,7,6,5,5,6,6,3,5,4,2,4,5,4.0,4.0,2.0,4.0,1.0,0.0,4.0,3.0,7.0,2.0,4.0,10,8.0,10,10,6,6,4,5,5,5,1,5,0,0,2,4,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,4.0,1.0,4.0,3.0,4.0,2.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,3.0,3.0,2.0,1.0,2.0,4.0,4.0,2.0,4.0,2.0
10,Marton Fucsovics,Tatsuma Ito,2,1.0,10,8.0,10,10,5,6,5,5,6,6,3,5,4,3,4,5,5.0,0.0,0.0,2.0,0.0,0.0,4.0,10.0,6.0,4.0,1.0,10,8.0,10,10,6,7,5,5,7,6,2,5,5,2,4,5,4.0,2.0,2.0,5.0,2.0,0.0,6.0,10.0,7.0,1.0,5.0,5.0,4.0,7.0,5.0,5.0,2.0,8.0,2.0,8.0,4.0,4.0,5.0,3.0,4.0,4.0,3.0,4.0,4.0,4.0,2.0,6.0,6.0
10,Dustin Brown,Dennis Novak,2,1.0,9,9.0,10,10,6,7,5,7,8,6,3,5,4,2,4,5,4.0,3.0,0.0,4.0,2.0,0.0,4.0,4.0,7.0,1.0,4.0,10,8.0,10,10,6,5,4,4,3,4,2,5,0,0,3,4,2.0,0.0,0.0,3.0,0.0,0.0,10.0,0.0,10.0,1.0,6.0,3.0,5.0,3.0,5.0,2.0,3.0,7.0,3.0,7.0,5.0,5.0,4.0,4.0,4.0,3.0,4.0,3.0,2.0,2.0,2.0,5.0,3.0
10,John-Patrick Smith,Michael Linzer,1,4.0,10,8.0,10,10,7,7,5,6,8,6,3,4,5,2,3,5,3.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,6.0,0.0,4.0,10,8.0,10,10,6,6,3,4,4,5,2,4,0,0,3,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,3.0,0.0,4.0,0.0,8.0,2.0,8.0,2.0,6.0,4.0,5.0,3.0,4.0,2.0,2.0,6.0,5.0,5.0,1.0,5.0,0.0
10,Bjorn Fratangelo,Frank Dancevic,1,1.0,10,8.0,10,1,6,6,6,6,7,6,2,5,4,2,4,5,4.0,2.0,2.0,5.0,0.0,0.0,4.0,0.0,4.0,3.0,4.0,9,9.0,10,10,6,8,6,7,9,7,2,5,2,1,3,5,4.0,2.0,3.0,6.0,1.0,0.0,4.0,2.0,7.0,1.0,5.0,6.0,5.0,7.0,4.0,2.0,6.0,4.0,6.0,4.0,4.0,5.0,1.0,4.0,4.0,5.0,3.0,4.0,4.0,4.0,1.0,5.0,6.0
10,Gastao Elias,Pierre-Hugues Herbert,2,1.0,10,8.0,10,10,5,7,5,6,8,6,3,5,4,2,4,5,4.0,0.0,0.0,4.0,10.0,0.0,3.0,0.0,7.0,1.0,1.0,10,8.0,10,10,6,8,5,6,8,6,2,4,4,2,3,5,4.0,4.0,3.0,4.0,0.0,0.0,4.0,10.0,7.0,2.0,5.0,6.0,6.0,7.0,3.0,6.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,2.0,5.0,6.0
10,Jared Donaldson,Frances Tiafoe,2,1.0,9,9.0,10,10,5,7,5,5,8,6,3,5,4,2,4,5,4.0,4.0,4.0,2.0,0.0,0.0,5.0,0.0,7.0,2.0,1.0,9,9.0,10,10,6,7,5,5,8,6,2,5,4,2,4,5,1.0,0.0,5.0,4.0,0.0,0.0,3.0,0.0,2.0,1.0,5.0,4.0,3.0,2.0,5.0,3.0,3.0,7.0,3.0,7.0,4.0,4.0,5.0,5.0,5.0,4.0,3.0,5.0,5.0,5.0,2.0,5.0,4.0
10,Mirza Basic,Mathias Bourgue,1,1.0,10,8.0,9,10,6,7,5,8,8,6,2,5,4,2,3,5,6.0,5.0,0.0,8.0,0.0,0.0,5.0,6.0,8.0,3.0,1.0,9,9.0,10,10,7,7,4,5,7,6,4,5,4,3,4,5,5.0,5.0,0.0,10.0,0.0,0.0,0.0,0.0,10.0,0.0,4.0,0.0,6.0,5.0,5.0,0.0,6.0,4.0,6.0,4.0,3.0,4.0,4.0,5.0,5.0,3.0,1.0,5.0,4.0,4.0,1.0,4.0,0.0
10,Alejandro Gonzalez,Henri Laaksonen,1,4.0,10,8.0,10,10,6,6,5,6,7,6,3,5,5,2,4,5,3.0,3.0,3.0,4.0,0.0,0.0,4.0,10.0,6.0,2.0,1.0,10,8.0,10,10,6,7,5,4,7,6,3,5,4,2,4,5,4.0,0.0,0.0,5.0,0.0,0.0,6.0,10.0,9.0,2.0,5.0,4.0,4.0,2.0,6.0,4.0,6.0,4.0,6.0,4.0,4.0,3.0,4.0,4.0,4.0,1.0,5.0,6.0,6.0,6.0,1.0,5.0,5.0
10,Renzo Olivo,Elias Ymer,1,1.0,10,8.0,10,10,6,7,5,6,7,6,3,5,4,2,4,5,5.0,5.0,0.0,7.0,0.0,0.0,7.0,5.0,9.0,2.0,1.0,9,9.0,10,10,6,6,5,6,7,6,2,4,3,1,3,4,3.0,0.0,0.0,4.0,0.0,0.0,5.0,2.0,6.0,2.0,5.0,3.0,5.0,1.0,5.0,1.0,6.0,4.0,6.0,4.0,3.0,4.0,6.0,6.0,6.0,3.0,4.0,6.0,6.0,6.0,2.0,4.0,3.0
10,Daniel Brands,Laslo Djere,1,1.0,10,8.0,9,10,6,7,5,6,8,6,2,5,4,2,3,5,4.0,3.0,2.0,5.0,3.0,0.0,4.0,3.0,7.0,1.0,1.0,9,9.0,10,10,6,6,6,4,7,6,3,3,3,1,3,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,4.0,0.0,5.0,0.0,6.0,4.0,6.0,4.0,6.0,4.0,4.0,4.0,4.0,3.0,3.0,4.0,6.0,6.0,1.0,4.0,4.0
10,Hiroki Moriya,Taylor Fritz,2,1.0,10,8.0,8,9,5,4,3,5,1,4,3,5,5,3,4,4,2.0,0.0,0.0,2.0,0.0,0.0,5.0,0.0,10.0,1.0,1.0,9,9.0,10,10,6,7,5,6,8,6,2,5,4,2,3,5,4.0,0.0,3.0,5.0,0.0,0.0,5.0,0.0,8.0,2.0,3.0,5.0,2.0,4.0,2.0,5.0,2.0,8.0,2.0,8.0,2.0,3.0,2.0,2.0,2.0,4.0,4.0,5.0,5.0,5.0,2.0,3.0,5.0
10,Peter Gojowczyk,Brydan Klein,1,1.0,10,8.0,10,10,6,8,5,6,9,7,2,4,4,1,3,5,4.0,2.0,0.0,4.0,2.0,0.0,4.0,3.0,7.0,1.0,4.0,10,8.0,10,10,6,7,5,5,8,6,1,4,7,1,2,4,2.0,2.0,0.0,0.0,0.0,0.0,10.0,0.0,10.0,0.0,5.0,2.0,6.0,2.0,6.0,2.0,6.0,4.0,6.0,4.0,5.0,6.0,3.0,4.0,4.0,2.0,2.0,6.0,6.0,6.0,1.0,6.0,2.0
10,Karen Khachanov,Grega Zemlja,1,1.0,9,9.0,9,9,6,7,5,7,8,6,3,5,4,2,4,5,5.0,5.0,0.0,5.0,0.0,10.0,5.0,0.0,7.0,3.0,1.0,10,8.0,10,10,5,7,5,6,7,6,4,5,4,3,4,5,5.0,4.0,5.0,6.0,1.0,0.0,5.0,4.0,8.0,3.0,6.0,4.0,6.0,3.0,6.0,2.0,6.0,4.0,6.0,4.0,6.0,4.0,5.0,5.0,6.0,3.0,2.0,2.0,2.0,2.0,1.0,6.0,4.0
10,Alessandro Giannessi,Alexander Kudryavtsev,2,1.0,10,8.0,10,10,7,7,5,6,7,6,2,5,3,2,4,5,4.0,5.0,0.0,7.0,0.0,0.0,6.0,10.0,8.0,1.0,1.0,10,8.0,10,10,6,7,4,5,7,6,2,5,5,1,3,5,2.0,2.0,5.0,5.0,0.0,0.0,3.0,5.0,4.0,1.0,5.0,5.0,2.0,5.0,6.0,4.0,4.0,6.0,4.0,6.0,2.0,4.0,3.0,1.0,2.0,5.0,4.0,4.0,5.0,5.0,2.0,5.0,5.0
10,Calvin Hemery ,James McGee,2,4.0,9,9.0,10,10,6,6,5,4,7,6,4,5,6,3,4,5,3.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,5.0,0.0,1.0,10,8.0,10,10,5,7,6,5,7,6,2,6,5,2,3,5,5.0,0.0,0.0,2.0,0.0,0.0,4.0,5.0,6.0,2.0,3.0,5.0,4.0,7.0,0.0,5.0,4.0,6.0,4.0,6.0,3.0,4.0,5.0,5.0,5.0,4.0,5.0,3.0,4.0,4.0,2.0,3.0,5.0
10,Vincent Millot,David Guez,1,1.0,10,8.0,10,9,6,7,5,6,8,6,2,6,4,3,4,5,2.0,2.0,2.0,3.0,0.0,0.0,2.0,3.0,6.0,1.0,1.0,9,9.0,10,10,6,6,5,5,6,6,2,6,2,1,4,5,1.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,2.0,0.0,5.0,4.0,6.0,2.0,5.0,3.0,6.0,4.0,6.0,4.0,5.0,5.0,5.0,4.0,4.0,5.0,4.0,4.0,3.0,3.0,1.0,4.0,0.0
10,Benjamin Mitchell,Darian King,1,1.0,10,8.0,10,10,6,6,4,6,7,6,2,4,0,0,3,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10,8.0,10,10,7,8,9,10,0,8,0,0,5,0,0,8,7.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,10.0,2.0,2.0,3.0,0.0,7.0,2.0,2.0,7.0,3.0,7.0,3.0,3.0,2.0,2.0,4.0,4.0,3.0,4.0,7.0,7.0,7.0,1.0,2.0,3.0
10,Saketh Myneni,Ramkumar Ramanathan,1,1.0,10,8.0,10,10,6,6,4,6,6,5,4,5,6,4,4,5,5.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,10.0,0.0,4.0,9,9.0,10,10,6,7,5,6,8,6,3,5,4,2,4,5,3.0,0.0,0.0,5.0,0.0,0.0,5.0,0.0,7.0,2.0,4.0,2.0,5.0,3.0,5.0,3.0,7.0,3.0,7.0,3.0,6.0,6.0,3.0,3.0,3.0,2.0,3.0,6.0,6.0,6.0,1.0,4.0,2.0
10,Federico Gaio,Aldin Setkic,2,1.0,10,8.0,10,10,6,6,2,6,5,5,3,5,4,3,4,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,10,8.0,10,10,7,6,5,7,7,6,2,4,5,1,2,4,6.0,0.0,0.0,10.0,0.0,0.0,3.0,5.0,7.0,4.0,1.0,4.0,0.0,6.0,0.0,3.0,4.0,6.0,4.0,6.0,1.0,1.0,3.0,5.0,5.0,4.0,3.0,3.0,6.0,6.0,2.0,1.0,5.0
10,Jan Satral,Radek Stepanek,2,1.0,10,8.0,10,10,6,7,5,7,8,6,3,4,4,2,3,5,3.0,5.0,0.0,0.0,0.0,0.0,5.0,10.0,0.0,3.0,1.0,8,10.0,10,10,6,7,5,6,8,6,3,5,4,2,4,5,6.0,5.0,5.0,5.0,2.0,4.0,5.0,4.0,8.0,2.0,6.0,6.0,3.0,6.0,7.0,6.0,4.0,6.0,4.0,6.0,4.0,6.0,5.0,6.0,6.0,5.0,6.0,4.0,3.0,3.0,2.0,6.0,6.0
10,James Ward,Peter Polansky,1,1.0,10,8.0,10,10,6,7,4,5,7,6,2,4,3,1,3,4,3.0,2.0,2.0,4.0,0.0,0.0,3.0,6.0,5.0,2.0,1.0,10,8.0,10,10,6,6,6,7,8,6,2,6,5,2,4,5,3.0,2.0,3.0,5.0,0.0,0.0,2.0,0.0,6.0,1.0,2.0,4.0,3.0,3.0,1.0,4.0,6.0,4.0,6.0,4.0,3.0,3.0,3.0,4.0,4.0,1.0,4.0,7.0,7.0,7.0,1.0,2.0,4.0
10,Amir Weintraub,Luke Saville,1,4.0,10,8.0,10,10,6,6,5,6,8,6,2,4,2,0,3,4,5.0,5.0,0.0,3.0,0.0,0.0,7.0,10.0,8.0,4.0,4.0,9,9.0,10,10,6,7,5,6,8,6,2,4,7,1,3,5,2.0,2.0,0.0,5.0,0.0,0.0,0.0,0.0,5.0,0.0,2.0,2.0,5.0,2.0,2.0,0.0,6.0,4.0,6.0,4.0,2.0,2.0,4.0,5.0,5.0,3.0,2.0,4.0,7.0,7.0,2.0,1.0,2.0
10,Di Wu,Ti Chen,1,1.0,10,8.0,8,10,7,6,4,4,6,6,3,5,5,3,4,5,4.0,0.0,1.0,5.0,0.0,0.0,7.0,9.0,6.0,3.0,1.0,9,9.0,9,10,0,0,0,0,0,0,0,0,0,0,0,0,4.0,0.0,0.0,7.0,0.0,0.0,3.0,3.0,6.0,2.0,4.0,0.0,4.0,4.0,4.0,3.0,6.0,4.0,6.0,4.0,3.0,2.0,3.0,4.0,4.0,2.0,1.0,2.0,2.0,2.0,1.0,4.0,0.0
10,Jurgen Zopp,Somdev Devvarman,1,1.0,10,8.0,9,10,6,7,5,5,8,6,3,4,1,1,3,5,4.0,2.0,0.0,3.0,0.0,0.0,3.0,2.0,7.0,1.0,1.0,10,8.0,10,10,6,7,4,6,8,6,3,4,7,1,3,5,4.0,3.0,5.0,5.0,1.0,0.0,5.0,4.0,8.0,1.0,4.0,2.0,3.0,3.0,5.0,2.0,6.0,4.0,6.0,4.0,3.0,5.0,5.0,5.0,5.0,3.0,4.0,2.0,5.0,5.0,2.0,6.0,2.0
1,Richard Gasquet,Paul-Henri Mathieu,1,1.0,10,8.0,10,10,6,7,5,6,8,6,3,5,4,3,4,5,6.0,7.0,6.0,5.0,2.0,5.0,6.0,5.0,9.0,3.0,1.0,9,9.0,10,10,6,7,5,6,8,6,3,5,4,2,4,5,5.0,5.0,4.0,5.0,1.0,4.0,5.0,5.0,8.0,2.0,7.0,5.0,7.0,5.0,7.0,4.0,6.0,4.0,6.0,4.0,6.0,6.0,5.0,4.0,4.0,5.0,4.0,5.0,5.0,5.0,1.0,6.0,4.0
1,Richard Gasquet,Dustin Brown,1,1.0,10,8.0,10,10,6,7,5,6,8,6,3,5,4,3,4,5,6.0,7.0,6.0,5.0,2.0,5.0,6.0,5.0,9.0,3.0,1.0,9,9.0,10,10,6,7,5,7,8,6,3,5,4,2,4,5,4.0,3.0,0.0,4.0,2.0,0.0,4.0,4.0,7.0,1.0,7.0,6.0,7.0,7.0,7.0,5.0,5.0,5.0,5.0,5.0,6.0,6.0,5.0,4.0,4.0,5.0,5.0,4.0,4.0,4.0,2.0,6.0,5.0
1,Paul-Henri Mathieu,Alexander Zverev,1,1.0,9,9.0,10,10,6,7,5,6,8,6,3,5,4,2,4,5,5.0,5.0,4.0,5.0,1.0,4.0,5.0,5.0,8.0,2.0,1.0,9,9.0,10,9,6,7,5,6,8,6,3,5,4,2,4,5,6.0,5.0,5.0,5.0,3.0,3.0,6.0,5.0,8.0,3.0,5.0,7.0,5.0,7.0,4.0,7.0,4.0,6.0,4.0,6.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,1.0,4.0,7.0
1,Richard Gasquet,Marcos Baghdatis,1,1.0,10,8.0,10,10,6,7,5,6,8,6,3,5,4,3,4,5,6.0,7.0,6.0,5.0,2.0,5.0,6.0,5.0,9.0,3.0,1.0,10,8.0,10,10,5,7,5,6,8,6,3,5,4,2,4,5,6.0,6.0,4.0,6.0,3.0,3.0,5.0,6.0,8.0,2.0,7.0,5.0,7.0,4.0,7.0,5.0,6.0,4.0,6.0,4.0,6.0,6.0,5.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,1.0,6.0,5.0
1,Dustin Brown,Ruben Bemelmans,1,1.0,9,9.0,10,10,6,7,5,7,8,6,3,5,4,2,4,5,4.0,3.0,0.0,4.0,2.0,0.0,4.0,4.0,7.0,1.0,1.0,10,8.0,10,10,7,7,5,8,8,6,2,5,5,2,3,5,3.0,3.0,0.0,4.0,0.0,0.0,2.0,0.0,6.0,1.0,6.0,4.0,7.0,6.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,1.0,8.0,4.0
1,Paul-Henri Mathieu,John Millman,1,1.0,9,9.0,10,10,6,7,5,6,8,6,3,5,4,2,4,5,5.0,5.0,4.0,5.0,1.0,4.0,5.0,5.0,8.0,2.0,1.0,10,8.0,10,10,6,7,6,5,8,6,3,5,4,2,4,5,4.0,4.0,4.0,3.0,0.0,0.0,5.0,4.0,8.0,2.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,3.0,5.0,4.0,5.0,5.0,1.0,4.0,5.0
1,Alexander Zverev,Michael Berrer,1,1.0,9,9.0,10,9,6,7,5,6,8,6,3,5,4,2,4,5,6.0,5.0,5.0,5.0,3.0,3.0,6.0,5.0,8.0,3.0,1.0,9,9.0,8,10,7,7,4,6,7,6,3,5,4,2,4,5,4.0,3.0,3.0,4.0,1.0,0.0,4.0,2.0,7.0,1.0,7.0,4.0,7.0,5.0,7.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,4.0,5.0,5.0,5.0,2.0,8.0,4.0
1,Ernests Gulbis,Richard Gasquet,2,1.0,10,8.0,10,10,6,7,5,6,8,6,3,5,4,2,3,5,5.0,5.0,5.0,5.0,3.0,10.0,5.0,3.0,8.0,2.0,1.0,10,8.0,10,10,6,7,5,6,8,6,3,5,4,3,4,5,6.0,7.0,6.0,5.0,2.0,5.0,6.0,5.0,9.0,3.0,5.0,7.0,4.0,7.0,4.0,7.0,4.0,6.0,4.0,6.0,4.0,3.0,4.0,3.0,3.0,6.0,6.0,5.0,4.0,4.0,2.0,4.0,6.0
1,Marin Cilic,Alexander Zverev,2,1.0,10,8.0,9,9,6,8,6,6,9,7,3,5,4,2,4,5,7.0,7.0,5.0,5.0,3.0,6.0,6.0,7.0,9.0,3.0,1.0,9,9.0,10,9,6,7,5,6,8,6,3,5,4,2,4,5,6.0,5.0,5.0,5.0,3.0,3.0,6.0,5.0,8.0,3.0,7.0,7.0,7.0,7.0,7.0,7.0,5.0,5.0,5.0,5.0,6.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,4.0,5.0,2.0,6.0,7.0
1,Gilles Simon,Dustin Brown,2,1.0,9,9.0,9,10,6,7,5,6,7,6,3,5,4,3,4,5,6.0,6.0,6.0,5.0,3.0,7.0,6.0,6.0,9.0,3.0,1.0,9,9.0,10,10,6,7,5,7,8,6,3,5,4,2,4,5,4.0,3.0,0.0,4.0,2.0,0.0,4.0,4.0,7.0,1.0,5.0,6.0,4.0,7.0,6.0,5.0,4.0,6.0,4.0,6.0,5.0,5.0,5.0,4.0,4.0,5.0,5.0,4.0,4.0,4.0,2.0,5.0,5.0
1,Benoit Paire,Paul-Henri Mathieu,2,1.0,10,8.0,10,10,5,7,5,6,7,6,3,5,4,2,4,5,5.0,5.0,4.0,5.0,2.0,2.0,5.0,7.0,8.0,2.0,1.0,9,9.0,10,10,6,7,5,6,8,6,3,5,4,2,4,5,5.0,5.0,4.0,5.0,1.0,4.0,5.0,5.0,8.0,2.0,4.0,5.0,3.0,5.0,4.0,4.0,4.0,6.0,4.0,6.0,4.0,4.0,5.0,5.0,6.0,5.0,4.0,5.0,5.0,5.0,2.0,4.0,4.0
1,Marcos Baghdatis,Taro Daniel,1,1.0,10,8.0,10,10,5,7,5,6,8,6,3,5,4,2,4,5,6.0,6.0,4.0,6.0,3.0,3.0,5.0,6.0,8.0,2.0,1.0,10,8.0,10,10,6,7,5,6,7,6,3,5,4,3,4,5,3.0,2.0,5.0,6.0,0.0,0.0,2.0,2.0,7.0,1.0,5.0,4.0,4.0,5.0,5.0,4.0,6.0,4.0,6.0,4.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,5.0,5.0,1.0,5.0,3.0
1,Jan-Lennard Struff,Ruben Bemelmans,2,1.0,10,8.0,10,10,5,8,5,6,8,6,3,5,4,2,4,5,4.0,2.0,4.0,4.0,2.0,0.0,4.0,3.0,8.0,2.0,1.0,10,8.0,10,10,7,7,5,8,8,6,2,5,5,2,3,5,3.0,3.0,0.0,4.0,0.0,0.0,2.0,0.0,6.0,1.0,5.0,4.0,5.0,6.0,5.0,4.0,4.0,6.0,4.0,6.0,3.0,5.0,4.0,4.0,5.0,4.0,3.0,4.0,4.0,4.0,2.0,3.0,4.0
1,Kenny De Schepper,Michael Berrer,2,1.0,10,8.0,7,9,7,6,5,6,7,6,3,5,3,1,3,5,3.0,3.0,0.0,4.0,3.0,0.0,4.0,3.0,8.0,1.0,1.0,9,9.0,8,10,7,7,4,6,7,6,3,5,4,2,4,5,4.0,3.0,3.0,4.0,1.0,0.0,4.0,2.0,7.0,1.0,5.0,4.0,6.0,5.0,6.0,5.0,4.0,6.0,4.0,6.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,5.0,5.0,5.0,2.0,2.0,4.0
1,Edouard Roger-Vasselin,John Millman,2,4.0,9,9.0,10,10,7,6,5,5,6,6,3,5,4,2,4,5,4.0,4.0,2.0,4.0,1.0,0.0,4.0,3.0,7.0,2.0,1.0,10,8.0,10,10,6,7,6,5,8,6,3,5,4,2,4,5,4.0,4.0,4.0,3.0,0.0,0.0,5.0,4.0,8.0,2.0,4.0,5.0,6.0,5.0,4.0,5.0,4.0,6.0,4.0,6.0,5.0,4.0,4.0,3.0,3.0,3.0,5.0,4.0,5.0,5.0,1.0,4.0,5.0
1,Gael Monfils,Edouard Roger-Vasselin,2,1.0,10,8.0,10,10,6,8,5,6,8,7,3,5,5,3,4,5,6.0,7.0,6.0,6.0,3.0,2.0,6.0,6.0,9.0,3.0,4.0,9,9.0,10,10,7,6,5,5,6,6,3,5,4,2,4,5,4.0,4.0,2.0,4.0,1.0,0.0,4.0,3.0,7.0,2.0,7.0,4.0,6.0,6.0,7.0,4.0,6.0,4.0,6.0,4.0,6.0,6.0,5.0,5.0,5.0,5.0,4.0,4.0,3.0,3.0,2.0,7.0,4.0
1,Ruben Bemelmans,Joao Sousa,1,1.0,10,8.0,10,10,7,7,5,8,8,6,2,5,5,2,3,5,3.0,3.0,0.0,4.0,0.0,0.0,2.0,0.0,6.0,1.0,1.0,10,8.0,10,10,6,7,5,6,7,6,3,5,4,2,4,5,5.0,5.0,3.0,5.0,1.0,3.0,5.0,6.0,8.0,2.0,4.0,4.0,6.0,5.0,4.0,4.0,5.0,5.0,5.0,5.0,4.0,3.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,1.0,4.0,3.0
1,Michael Berrer,Borna Coric,1,1.0,9,9.0,8,10,7,7,4,6,7,6,3,5,4,2,4,5,4.0,3.0,3.0,4.0,1.0,0.0,4.0,2.0,7.0,1.0,1.0,9,9.0,10,10,6,7,6,5,8,6,3,5,4,2,4,5,5.0,4.0,5.0,6.0,2.0,0.0,5.0,5.0,8.0,2.0,4.0,5.0,5.0,5.0,5.0,5.0,6.0,4.0,6.0,4.0,5.0,4.0,5.0,5.0,5.0,4.0,4.0,5.0,5.0,5.0,1.0,4.0,5.0
