date,title,location,surface,surfaceType,dollar,opp1,opp1_url,opp2,opp2_url,winner,opp1_set1,opp2_set1,opp1_set2,opp2_set2,opp1_set3,opp2_set3,opp1_set4,opp2_set4,opp1_set5,opp2_set5,opp1_rank,opp1_age,opp1_year_pro,opp1_weight,opp1_height,opp1_hand,opp1_first_serve,opp1_first_serve_points_won,opp1_second_serve_points_won,opp1_break_points_saved,opp1_service_points_won,opp1_total_service_points_won,opp1_first_serve_return_points_won,opp1_second_serve_return_points_won,opp1_break_points_converted,opp1_return_games_won,opp1_return_points_won,opp1_total_points_won,opp1_overall_ytd,opp1_grandslams_ytd,opp1_atpworld_ytd,opp1_tiebreaks_ytd,opp1_vs_top_10_ytd,opp1_finals_ytd,opp1_deciding_set_ytd,opp1_fifth_set_record_ytd,opp1_clay_ytd,opp1_grass_ytd,opp1_hard_ytd,opp1_carpet_ytd,opp1_indoor_ytd,opp1_outdoor_ytd,opp1_after_winning_first_set_ytd,opp1_after_losing_first_set_ytd,opp1_vs_right_handers_ytd,opp1_vs_left_handers_ytd,opp1_overall_career,opp1_grandslams_career,opp1_atpworld_career,opp1_tiebreaks_career,opp1_vs_top_10_career,opp1_finals_career,opp1_deciding_set_career,opp1_fifth_set_record_career,opp1_clay_career,opp1_grass_career,opp1_hard_career,opp1_carpet_career,opp1_indoor_career,opp1_outdoor_career,opp1_after_winning_first_set_career,opp1_after_losing_first_set_career,opp1_vs_right_handers_career,opp1_vs_left_handers_career,opp2_rank,opp2_age,opp2_year_pro,opp2_weight,opp2_height,opp2_hand,opp2_first_serve,opp2_first_serve_points_won,opp2_second_serve_points_won,opp2_break_points_saved,opp2_service_points_won,opp2_total_service_points_won,opp2_first_serve_return_points_won,opp2_second_serve_return_points_won,opp2_break_points_converted,opp2_return_games_won,opp2_return_points_won,opp2_total_points_won,opp2_overall_ytd,opp2_grandslams_ytd,opp2_atpworld_ytd,opp2_tiebreaks_ytd,opp2_vs_top_10_ytd,opp2_finals_ytd,opp2_deciding_set_ytd,opp2_fifth_set_record_ytd,opp2_clay_ytd,opp2_grass_ytd,opp2_hard_ytd,opp2_carpet_ytd,opp2_indoor_ytd,opp2_outdoor_ytd,opp2_after_winning_first_set_ytd,opp2_after_losing_first_set_ytd,opp2_vs_right_handers_ytd,opp2_vs_left_handers_ytd,opp2_overall_career,opp2_grandslams_career,opp2_atpworld_career,opp2_tiebreaks_career,opp2_vs_top_10_career,opp2_finals_career,opp2_deciding_set_career,opp2_fifth_set_record_career,opp2_clay_career,opp2_grass_career,opp2_hard_career,opp2_carpet_career,opp2_indoor_career,opp2_outdoor_career,opp2_after_winning_first_set_career,opp2_after_losing_first_set_career,opp2_vs_right_handers_career,opp2_vs_left_handers_career
2016.08.08,Los Cabos,"Los Cabos, Mexico",,Hard,"$808,995",Nicolas Almagro,/en/players/nicolas-almagro/a479/overview,Guillermo Garcia-Lopez,/en/players/guillermo-garcia-lopez/g476/overview,1,7,6,6,3,0,0,0,0,0,0,44,31,2003,(84kg),(183cm),"Right-Handed, One-Handed Backhand",54%,75%,52%,59%,81%,64%,29%,48%,36%,20%,37%,50%,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.594,0.583,0.503,0.477,0.224,0.565,0.526,0.538,0.663,0.467,0.476,0.500,0.443,0.612,0.851,0.230,0.602,0.524,70,33,2002,(80kg),(185cm),"Right-Handed, One-Handed Backhand",57%,71%,49%,60%,76%,62%,28%,48%,36%,19%,36%,49%,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.469,0.443,0.436,0.478,0.211,0.556,0.518,0.571,0.508,0.481,0.435,0.250,0.415,0.479,0.790,0.184,0.470,0.455
2016.08.08,Los Cabos,"Los Cabos, Mexico",,Hard,"$808,995",Marcel Granollers,/en/players/marcel-granollers/g710/overview,Tobias Kamke,/en/players/tobias-kamke/k839/overview,1,7,6,6,2,0,0,0,0,0,0,37,30,2003,(77kg),(191cm),"Right-Handed, Two-Handed Backhand",63%,69%,52%,60%,77%,63%,31%,48%,41%,22%,38%,50%,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.460,0.486,0.384,0.444,0.154,0.571,0.545,0.688,0.490,0.370,0.440,0.000,0.433,0.465,0.784,0.143,0.428,0.696,118,30,2004,(76kg),(178cm),"Right-Handed, Two-Handed Backhand",62%,65%,49%,47%,69%,59%,31%,52%,47%,29%,39%,50%,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.379,0.313,0.182,0.429,0.133,0.000,0.293,0.333,0.364,0.429,0.375,0.000,0.409,0.368,0.676,0.126,0.366,0.500
2016.08.08,Los Cabos,"Los Cabos, Mexico",,Hard,"$808,995",Julien Benneteau,/en/players/julien-benneteau/b747/overview,Horacio Zeballos,/en/players/horacio-zeballos/z184/overview,1,6,1,6,7,6,1,0,0,0,0,130,35,2000,(79kg),(185cm),"Right-Handed, Two-Handed Backhand",61%,70%,51%,58%,78%,63%,25%,50%,34%,17%,35%,49%,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.481,0.457,0.459,0.505,0.238,0.000,0.476,0.500,0.434,0.470,0.495,0.522,0.549,0.455,0.774,0.199,0.474,0.529,71,31,2003,(83kg),(188cm),"Left-Handed, One-Handed Backhand",60%,72%,51%,63%,80%,64%,22%,42%,37%,11%,29%,47%,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.382,0.238,0.350,0.423,0.250,0.500,0.537,0.667,0.419,0.111,0.371,0.000,0.400,0.379,0.766,0.118,0.393,0.318
2016.08.08,Los Cabos,"Los Cabos, Mexico",,Hard,"$808,995",Pablo Carreno Busta,/en/players/pablo-carreno-busta/cd85/overview,Austin Krajicek,/en/players/austin-krajicek/ka00/overview,1,6,0,6,3,0,0,0,0,0,0,30,25,2009,(74kg),(188cm),"Right-Handed, Two-Handed Backhand",62%,70%,52%,56%,77%,63%,30%,52%,46%,27%,39%,51%,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.472,0.350,0.273,0.485,0.000,0.500,0.365,0.200,0.488,0.000,0.485,0.000,0.500,0.467,0.759,0.158,0.489,0.375,252,26,2012,(79kg),(188cm),"Left-Handed, Two-Handed Backhand",59%,71%,48%,56%,75%,62%,26%,46%,36%,16%,33%,47%,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.343,0.400,0.333,0.609,0.000,0.000,0.500,0.000,0.000,0.250,0.379,0.000,0.500,0.323,0.636,0.208,0.344,0.333
2016.08.08,Los Cabos,"Los Cabos, Mexico",,Hard,"$808,995",Horacio Zeballos,/en/players/horacio-zeballos/z184/overview,Alexandr Dolgopolov,/en/players/alexandr-dolgopolov/d801/overview,1,6,3,6,3,0,0,0,0,0,0,71,31,2003,(83kg),(188cm),"Left-Handed, One-Handed Backhand",60%,72%,51%,63%,80%,64%,22%,42%,37%,11%,29%,47%,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.382,0.238,0.350,0.423,0.250,0.500,0.537,0.667,0.419,0.111,0.371,0.000,0.400,0.379,0.766,0.118,0.393,0.318,62,28,2006,(71kg),(180cm),"Right-Handed, Two-Handed Backhand",57%,73%,50%,61%,78%,63%,28%,50%,38%,21%,37%,50%,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.521,0.519,0.485,0.500,0.184,0.333,0.467,0.500,0.476,0.564,0.534,0.000,0.471,0.529,0.807,0.213,0.525,0.489
2016.08.08,Los Cabos,"Los Cabos, Mexico",,Hard,"$808,995",Jeremy Chardy,/en/players/jeremy-chardy/ca12/overview,Pablo Carreno Busta,/en/players/pablo-carreno-busta/cd85/overview,2,4,6,6,7,0,0,0,0,0,0,69,29,2005,(75kg),(188cm),"Right-Handed, Two-Handed Backhand",60%,75%,48%,61%,79%,64%,30%,50%,39%,23%,38%,51%,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.496,0.563,0.438,0.475,0.167,0.500,0.504,0.769,0.532,0.459,0.477,0.000,0.477,0.500,0.865,0.176,0.495,0.500,30,25,2009,(74kg),(188cm),"Right-Handed, Two-Handed Backhand",62%,70%,52%,56%,77%,63%,30%,52%,46%,27%,39%,51%,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.472,0.350,0.273,0.485,0.000,0.500,0.365,0.200,0.488,0.000,0.485,0.000,0.500,0.467,0.759,0.158,0.489,0.375
2016.08.08,Los Cabos,"Los Cabos, Mexico",,Hard,"$808,995",Nicolas Almagro,/en/players/nicolas-almagro/a479/overview,Noah Rubin,/en/players/noah-rubin/rc96/overview,1,6,2,3,6,6,3,0,0,0,0,44,31,2003,(84kg),(183cm),"Right-Handed, One-Handed Backhand",54%,75%,52%,59%,81%,64%,29%,48%,36%,20%,37%,50%,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.594,0.583,0.503,0.477,0.224,0.565,0.526,0.538,0.663,0.467,0.476,0.500,0.443,0.612,0.851,0.230,0.602,0.524,200,20,2015,(70kg),(178cm),"Right-Handed, Two-Handed Backhand",61%,67%,54%,63%,76%,62%,18%,49%,35%,11%,32%,47%,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.222,0.333,0.000,0.625,0.000,0.000,0.250,0.000,0.000,0.000,0.250,0.000,0.000,0.222,1.000,0.000,0.286,0.000
2016.08.08,Los Cabos,"Los Cabos, Mexico",,Hard,"$808,995",Marcel Granollers,/en/players/marcel-granollers/g710/overview,Fernando Verdasco,/en/players/fernando-verdasco/v306/overview,1,7,6,6,2,0,0,0,0,0,0,37,30,2003,(77kg),(191cm),"Right-Handed, Two-Handed Backhand",63%,69%,52%,60%,77%,63%,31%,48%,41%,22%,38%,50%,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.460,0.486,0.384,0.444,0.154,0.571,0.545,0.688,0.490,0.370,0.440,0.000,0.433,0.465,0.784,0.143,0.428,0.696,42,33,2001,(87kg),(185cm),"Left-Handed, Two-Handed Backhand",64%,72%,50%,63%,80%,64%,31%,49%,38%,23%,38%,51%,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.577,0.635,0.505,0.489,0.202,0.333,0.514,0.524,0.625,0.587,0.535,0.615,0.500,0.592,0.841,0.266,0.561,0.670
2016.08.08,Los Cabos,"Los Cabos, Mexico",,Hard,"$808,995",Julien Benneteau,/en/players/julien-benneteau/b747/overview,Jared Donaldson,/en/players/jared-donaldson/dc58/overview,1,4,6,7,6,6,2,0,0,0,0,130,35,2000,(79kg),(185cm),"Right-Handed, Two-Handed Backhand",61%,70%,51%,58%,78%,63%,25%,50%,34%,17%,35%,49%,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.481,0.457,0.459,0.505,0.238,0.000,0.476,0.500,0.434,0.470,0.495,0.522,0.549,0.455,0.774,0.199,0.474,0.529,105,20,2014,(75kg),(188cm),"Right-Handed, Two-Handed Backhand",51%,73%,51%,53%,75%,62%,26%,50%,45%,22%,37%,49%,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.367,0.400,0.444,0.250,0.000,0.000,0.500,0.000,0.000,0.250,0.385,0.000,0.333,0.370,0.667,0.167,0.391,0.286
2016.08.08,Los Cabos,"Los Cabos, Mexico",,Hard,"$808,995",Guillermo Garcia-Lopez,/en/players/guillermo-garcia-lopez/g476/overview,Lucas Gomez,/en/players/lucas-gomez/gc87/overview,1,6,0,6,1,0,0,0,0,0,0,70,33,2002,(80kg),(185cm),"Right-Handed, One-Handed Backhand",57%,71%,49%,60%,76%,62%,28%,48%,36%,19%,36%,49%,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.469,0.443,0.436,0.478,0.211,0.556,0.518,0.571,0.508,0.481,0.435,0.250,0.415,0.479,0.790,0.184,0.470,0.455,565,21,,(72kg),(178cm),"Left-Handed, Two-Handed Backhand",53%,60%,28%,41%,38%,45%,10%,48%,100%,7%,29%,38%,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.111,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.167,0.000,0.000,0.125,0.333,0.000,0.250,0.000
2016.08.08,Los Cabos,"Los Cabos, Mexico",,Hard,"$808,995",Amir Weintraub,/en/players/amir-weintraub/w471/overview,Santiago Giraldo,/en/players/santiago-giraldo/g725/overview,2,4,6,4,6,0,0,0,0,0,0,231,30,2005,(81kg),(188cm),"Right-Handed, One-Handed Backhand",62%,65%,53%,57%,75%,61%,21%,37%,25%,4%,27%,45%,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.524,0.500,0.000,0.300,0.000,0.000,0.714,1.000,0.600,0.000,0.533,0.000,0.333,0.600,0.750,0.385,0.474,1.000,91,29,2004,(75kg),(188cm),"Right-Handed, Two-Handed Backhand",59%,70%,50%,59%,75%,62%,29%,48%,41%,20%,37%,49%,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.460,0.286,0.354,0.433,0.074,0.000,0.437,0.375,0.521,0.433,0.403,0.000,0.306,0.477,0.795,0.131,0.450,0.451
2016.08.08,Los Cabos,"Los Cabos, Mexico",,Hard,"$808,995",Tobias Kamke,/en/players/tobias-kamke/k839/overview,Tim Smyczek,/en/players/tim-smyczek/sf62/overview,1,2,6,6,2,6,0,0,0,0,0,118,30,2004,(76kg),(178cm),"Right-Handed, Two-Handed Backhand",62%,65%,49%,47%,69%,59%,31%,52%,47%,29%,39%,50%,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.379,0.313,0.182,0.429,0.133,0.000,0.293,0.333,0.364,0.429,0.375,0.000,0.409,0.368,0.676,0.126,0.366,0.500,140,29,2006,(73kg),(175cm),"Right-Handed, Two-Handed Backhand",60%,69%,50%,59%,74%,61%,30%,47%,42%,21%,37%,49%,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.357,0.368,0.368,0.359,0.000,0.000,0.474,0.500,0.300,0.273,0.377,0.000,0.364,0.356,0.667,0.177,0.357,0.357
2016.08.08,Los Cabos,"Los Cabos, Mexico",,Hard,"$808,995",Austin Krajicek,/en/players/austin-krajicek/ka00/overview,Tigre Hank,/en/players/tigre-hank/h917/overview,1,7,6,6,3,0,0,0,0,0,0,252,26,2012,(79kg),(188cm),"Left-Handed, Two-Handed Backhand",59%,71%,48%,56%,75%,62%,26%,46%,36%,16%,33%,47%,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.343,0.400,0.333,0.609,0.000,0.000,0.500,0.000,0.000,0.250,0.379,0.000,0.500,0.323,0.636,0.208,0.344,0.333,1086,25,,(85kg),(188cm),Left-Handed,67%,54%,35%,50%,50%,48%,20%,48%,38%,17%,32%,40%,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.111,0.000,0.000,0.333,0.000,0.000,0.500,0.000,0.000,0.000,0.143,0.000,0.000,0.143,0.500,0.000,0.000,0.000
2016.08.08,Los Cabos,"Los Cabos, Mexico",,Hard,"$808,995",Thiago Monteiro,/en/players/thiago-monteiro/mj08/overview,Dusan Lajovic,/en/players/dusan-lajovic/l987/overview,2,3,6,4,6,0,0,0,0,0,0,82,22,2011,(78kg),(183cm),"Left-Handed, Two-Handed Backhand",67%,68%,53%,64%,81%,63%,24%,46%,40%,20%,33%,49%,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.462,0.000,0.000,0.250,1.000,0.000,0.500,0.000,0.600,0.000,0.000,0.000,0.000,0.500,0.714,0.167,0.300,1.000,93,26,2007,(78kg),(183cm),"Right-Handed, One-Handed Backhand",66%,71%,54%,58%,82%,65%,24%,47%,36%,16%,33%,49%,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.425,0.421,0.250,0.458,0.000,0.000,0.472,0.167,0.500,0.143,0.364,0.000,0.419,0.427,0.727,0.132,0.420,0.467
2016.08.08,Los Cabos,"Los Cabos, Mexico",,Hard,"$808,995",Reilly Opelka,/en/players/reilly-opelka/o522/overview,Sergiy Stakhovsky,/en/players/sergiy-stakhovsky/sc77/overview,1,7,6,3,1,0,0,0,0,0,0,204,19,2015,(100kg),(211cm),"Right-Handed, Two-Handed Backhand",58%,79%,60%,79%,93%,71%,17%,44%,24%,7%,28%,49%,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.500,0.000,0.500,0.462,0.000,0.000,0.500,0.000,0.000,0.000,0.556,0.000,0.000,0.500,0.600,0.400,0.500,0.500,109,31,2003,(80kg),(193cm),"Right-Handed, One-Handed Backhand",56%,72%,49%,54%,75%,62%,25%,45%,39%,17%,33%,48%,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.455,0.392,0.391,0.497,0.083,1.000,0.519,0.625,0.368,0.500,0.479,0.400,0.527,0.421,0.780,0.151,0.446,0.424
2016.08.08,Los Cabos,"Los Cabos, Mexico",,Hard,"$808,995",Adrian Mannarino,/en/players/adrian-mannarino/me82/overview,Mischa Zverev,/en/players/mischa-zverev/z168/overview,2,1,6,1,6,0,0,0,0,0,0,60,28,2004,(70kg),(180cm),"Left-Handed, Two-Handed Backhand",60%,70%,49%,59%,76%,62%,29%,50%,41%,24%,38%,50%,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.431,0.400,0.333,0.398,0.056,0.000,0.434,0.500,0.265,0.553,0.430,0.000,0.365,0.449,0.786,0.184,0.421,0.500,51,29,2005,(81kg),(191cm),"Left-Handed, Two-Handed Backhand",64%,72%,52%,59%,82%,65%,31%,49%,45%,24%,38%,51%,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.394,0.227,0.385,0.480,0.313,0.000,0.451,0.000,0.292,0.441,0.425,0.000,0.500,0.345,0.736,0.116,0.392,0.406
2016.08.08,Los Cabos,"Los Cabos, Mexico",,Hard,"$808,995",Alejandro Falla,/en/players/alejandro-falla/f444/overview,Jared Donaldson,/en/players/jared-donaldson/dc58/overview,2,2,6,3,6,0,0,0,0,0,0,273,33,2000,(77kg),(185cm),"Left-Handed, Two-Handed Backhand",65%,69%,46%,38%,71%,61%,39%,49%,38%,29%,43%,51%,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.402,0.382,0.326,0.436,0.133,0.000,0.389,0.545,0.426,0.390,0.392,0.500,0.314,0.415,0.738,0.145,0.391,0.414,105,20,2014,(75kg),(188cm),"Right-Handed, Two-Handed Backhand",51%,73%,51%,53%,75%,62%,26%,50%,45%,22%,37%,49%,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.367,0.400,0.444,0.250,0.000,0.000,0.500,0.000,0.000,0.250,0.385,0.000,0.333,0.370,0.667,0.167,0.391,0.286
2016.08.08,Los Cabos,"Los Cabos, Mexico",,Hard,"$808,995",Mischa Zverev,/en/players/mischa-zverev/z168/overview,Alexander Sarkissian,/en/players/alexander-sarkissian/sl07/overview,1,6,1,6,2,0,0,0,0,0,0,51,29,2005,(81kg),(191cm),"Left-Handed, Two-Handed Backhand",64%,72%,52%,59%,82%,65%,31%,49%,45%,24%,38%,51%,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.394,0.227,0.385,0.480,0.313,0.000,0.451,0.000,0.292,0.441,0.425,0.000,0.500,0.345,0.736,0.116,0.392,0.406,203,26,2014,(79kg),(191cm),"Right-Handed, Two-Handed Backhand",56%,62%,53%,57%,63%,58%,29%,46%,42%,19%,35%,47%,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.400,0.000,0.000,0.667,0.000,0.000,0.000,0.000,0.000,0.000,0.400,0.000,0.000,0.400,0.667,0.000,0.400,0.000
2016.08.14,ATP World Tour Masters 1000 Cincinnati,"Cincinnati, United States",Outdoor,Hard,"$5,004,505",Marin Cilic,/en/players/marin-cilic/c977/overview,Andy Murray,/en/players/andy-murray/mc10/overview,1,6,4,7,5,0,0,0,0,0,0,6,28,2005,(89kg),(198cm),"Right-Handed, Two-Handed Backhand",55%,80%,55%,63%,87%,68%,29%,50%,38%,23%,37%,52%,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.651,0.709,0.526,0.531,0.292,0.593,0.617,0.667,0.597,0.676,0.672,0.444,0.685,0.639,0.866,0.295,0.634,0.767,1,29,2005,(84kg),(191cm),"Right-Handed, Two-Handed Backhand",60%,76%,54%,66%,85%,67%,34%,56%,45%,37%,42%,55%,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.784,0.815,0.734,0.627,0.556,0.677,0.705,0.719,0.705,0.857,0.788,0.778,0.785,0.783,0.932,0.418,0.782,0.786
2016.08.14,ATP World Tour Masters 1000 Cincinnati,"Cincinnati, United States",Outdoor,Hard,"$5,004,505",Andy Murray,/en/players/andy-murray/mc10/overview,Milos Raonic,/en/players/milos-raonic/r975/overview,1,6,3,6,3,0,0,0,0,0,0,1,29,2005,(84kg),(191cm),"Right-Handed, Two-Handed Backhand",60%,76%,54%,66%,85%,67%,34%,56%,45%,37%,42%,55%,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.784,0.815,0.734,0.627,0.556,0.677,0.705,0.719,0.705,0.857,0.788,0.778,0.785,0.783,0.932,0.418,0.782,0.786,3,26,2008,(98kg),(196cm),"Right-Handed, Two-Handed Backhand",64%,80%,55%,69%,91%,71%,28%,49%,35%,18%,36%,53%,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.683,0.716,0.634,0.616,0.333,0.421,0.611,0.615,0.620,0.651,0.708,0.000,0.706,0.677,0.863,0.282,0.703,0.543
2016.08.14,ATP World Tour Masters 1000 Cincinnati,"Cincinnati, United States",Outdoor,Hard,"$5,004,505",Grigor Dimitrov,/en/players/grigor-dimitrov/d875/overview,Marin Cilic,/en/players/marin-cilic/c977/overview,2,6,4,3,6,5,7,0,0,0,0,17,25,2008,(80kg),(191cm),"Right-Handed, One-Handed Backhand",64%,72%,52%,60%,81%,65%,31%,48%,37%,22%,38%,51%,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.594,0.569,0.592,0.542,0.220,0.444,0.617,0.500,0.605,0.596,0.586,1.000,0.603,0.592,0.836,0.290,0.578,0.660,6,28,2005,(89kg),(198cm),"Right-Handed, Two-Handed Backhand",55%,80%,55%,63%,87%,68%,29%,50%,38%,23%,37%,52%,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.651,0.709,0.526,0.531,0.292,0.593,0.617,0.667,0.597,0.676,0.672,0.444,0.685,0.639,0.866,0.295,0.634,0.767
2016.08.14,ATP World Tour Masters 1000 Cincinnati,"Cincinnati, United States",Outdoor,Hard,"$5,004,505",Andy Murray,/en/players/andy-murray/mc10/overview,Bernard Tomic,/en/players/bernard-tomic/ta46/overview,1,6,4,6,4,0,0,0,0,0,0,1,29,2005,(84kg),(191cm),"Right-Handed, Two-Handed Backhand",60%,76%,54%,66%,85%,67%,34%,56%,45%,37%,42%,55%,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.784,0.815,0.734,0.627,0.556,0.677,0.705,0.719,0.705,0.857,0.788,0.778,0.785,0.783,0.932,0.418,0.782,0.786,26,24,2008,(91kg),(196cm),"Right-Handed, Two-Handed Backhand",66%,73%,48%,65%,83%,65%,26%,49%,39%,18%,35%,50%,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.534,0.578,0.441,0.541,0.186,0.600,0.538,0.727,0.354,0.560,0.570,0.000,0.513,0.537,0.794,0.232,0.518,0.590
